Name,Port,Protocol,Popularity,Description
coherence,7574,tcp,0,coherence-disc | Oracle Coherence Cluster Service | Oracle Coherence Cluster discovery service
atul,7543,udp,0,atul server
atul,7543,tcp,0,atul server
saratoga,7542,udp,0,Saratoga Transfer Protocol
saratoga,7542,tcp,0,Saratoga Transfer Protocol
ovhpas,7510,udp,0,HP OpenView Application Server
ovhpas,7510,tcp,0,HP OpenView Application Server
acplt,7509,tcp,0,ACPLT - process automation service
adcp,7508,tcp,0,Automation Device Configuration Protocol
ds,7544,tcp,0,FlowAnalyzer DisplayServer
ovbus,7501,udp,0,HP OpenView Bus Daemon
openit,7478,tcp,0,IT Asset Management
neo4j,7474,tcp,0,Neo4j Graph Database
rise,7473,udp,0,Rise: The Vieneo Province
rise,7473,tcp,0,Rise: The Vieneo Province
sttunnel,7471,tcp,0,Stateless Transport Tunneling Protocol
https,7443,udp,0,Oracle Application Server HTTPS
pmd,7431,udp,0,OpenView DM ovc/xmpv3 api pipe
pmd,7431,tcp,0,OpenView DM ovc/xmpv3 api pipe
dtcns,1514,tcp,0,"Fujitsu Systems Business of America, Inc"
lm,7588,tcp,0,Sun License Manager
ds,7544,udp,0,FlowAnalyzer DisplayServer
us,7545,udp,0,FlowAnalyzer UtilityServer
kfinder,7570,udp,0,Aries Kfinder
kfinder,7570,tcp,0,Aries Kfinder
asm,7569,tcp,0,Dell EqualLogic Host Group Management
omega,7566,udp,0,VSI Omega
omega,7566,tcp,0,VSI Omega
cfw,7563,tcp,0,Control Framework
sncp,7560,udp,0,Sniffer Command Protocol
sncp,7560,tcp,0,Sniffer Command Protocol
us,7545,tcp,0,FlowAnalyzer UtilityServer
con,7551,tcp,0,ControlONE Console signaling
tl,7549,udp,0,Network Layer Signaling Transport Layer
tl,7549,tcp,0,Network Layer Signaling Transport Layer
tidp,7548,udp,0,Threat Information Distribution Protocol
tidp,7548,tcp,0,Threat Information Distribution Protocol
cwmp,7547,udp,0,DSL Forum CWMP
cwmp,7547,tcp,0,DSL Forum CWMP | Broadband Forum CWMP
cfs,7546,udp,0,Cisco Fabric service
cfs,7546,tcp,0,Cisco Fabric service
cloudsignaling,7550,tcp,0,Cloud Signaling Service
freezexservice,7726,tcp,0,FreezeX Console Service
freezexservice,7726,udp,0,FreezeX Console Service
data,7727,tcp,0,Trident Systems Data
mxi,8005,udp,0,MXI Generation II for z/OS
p2pevolvenet,8004,tcp,0,Opensource Evolv Enterprise Platform P2P Network Node Connection Protocol
mcreport,8003,udp,0,Mulberry Connect Reporting Service
teradataordbms,8002,udp,0,Teradata ORDBMS
1,172,tcp,0,cl/1 | Network Innovations CL/1
proshare2,1460,tcp,0,Proshare Notebook Application
5066,5066,udp,0,STANAG-5066-SUBNET-INTF
pushns,7997,tcp,0,PUSH Notification Service
multiplex,171,tcp,0,Network Innovations Multiplex
disc,7982,udp,0,Spotlight on SQL Server Desktop Agent Discovery
collect,7981,tcp,0,Spotlight on SQL Server Desktop Collect
vista,7980,tcp,0,Quest Vista
generalsync,7962,tcp,0,"Encrypted, extendable, general-purpose synchronization protocol"
nextstep,178,tcp,0,NextStep Window Server
brm,7933,tcp,0,Tier 2 Business Rules Manager
drm,7932,udp,0,Tier 2 Data Resource Manager
drm,7932,tcp,0,Tier 2 Data Resource Manager
secure,7913,udp,0,QuickObjects secure port
agent,7982,tcp,0,sossd-disc | Spotlight on SQL Server Desktop Agent | Spotlight on SQL Server Desktop Agent Discovery
dps,7903,udp,0,TNOS Secure DiaguardProtocol
srv,170,tcp,0,Network PostScript
cloudsec,8017,tcp,0,Cisco Cloudsec Dataplane Port Number
connendp,693,udp,0,almanid Connection Endpoint
xccetp,8041,tcp,0,Xcorpeon ASIC Carrier Ethernet Transport
net,166,tcp,0,Sirius Systems
ampify,8040,tcp,0,Ampify Messaging Protocol
mgmt,8034,udp,0,.vantronix Management
mgmt,8034,tcp,0,.vantronix Management
ed,8032,udp,0,ProEd
ed,8032,tcp,0,ProEd
lm,1452,tcp,0,GTE Government Systems License Man
srv,8027,tcp,0,peer tracker and data relay service
da,8025,udp,0,CA Audit Distribution Agent
lm,1447,tcp,0,Applied Parallel Research LM
client,8021,udp,0,Intuit Entitlement Client
connendp,693,tcp,0,almanid Connection Endpoint
svcdisc,8020,udp,0,Intuit Entitlement Service and Discovery
svcdisc,8020,tcp,0,Intuit Entitlement Service and Discovery
qbdb,8019,udp,0,QB DB Dynamic Port
dwf,1450,tcp,0,Tandem Distributed Workbench Facility
ds,8026,tcp,0,CA Audit Distribution Server
dps,7903,tcp,0,TNOS Secure DiaguardProtocol
dp,7902,udp,0,TNOS shell Protocol
dp,7902,tcp,0,TNOS shell Protocol
conn,7797,udp,0,Propel Connector port
conn,7797,tcp,0,Propel Connector port
q3ade,7794,udp,0,Q3ADE Cluster Service
q3ade,7794,tcp,0,Q3ADE Cluster Service
tools,7789,udp,0,Office Tools Pro Receive
reminders,7787,tcp,0,Popup Reminders Receive
bfd,7784,tcp,0,Seamless Bidirectional Forwarding Detection (S-BFD)
inetfs,7775,tcp,0,A File System using TLS over a wide area network
enc,7798,tcp,0,Propel Encoder port
prgp,7747,tcp,0,Put/Run/Get Protocol
1,7743,udp,0,Sakura Script Transfer Protocol
1,7743,tcp,0,Sakura Script Transfer Protocol
msss,7742,tcp,0,Mugginsoft Script Server Service
vpp,677,udp,0,Virtual Presence Protocol
aiagent,7738,tcp,0,HP Enterprise Discovery Agent
smip,7734,udp,0,Smith Protocol over IP
smip,7734,tcp,0,Smith Protocol over IP
osvr,7728,tcp,0,Open-Source Virtual Reality
pdu,7744,udp,0,RAQMON PDU
enc,7798,udp,0,Propel Encoder port
altbsdp,7799,tcp,0,Alternate BSDP Service
ncp,678,udp,0,GNU Generation Foundation NCP
sp,7901,udp,0,TNOS Service Protocol
sp,7901,tcp,0,TNOS Service Protocol
mevent,7900,udp,0,Multicast Event
ubroker,7887,tcp,0,Universal Broker
pss,7880,udp,0,Pearson
pss,7880,tcp,0,Pearson
mipv6tls,7872,tcp,0,TLS-based Mobile IPv6 Security
mdm,7871,tcp,0,Mobile Device Management
smc,7870,tcp,0,Riverbed Steelhead Mobile Service
mobileanalyzer,7869,tcp,0,MobileAnalyzer& MobileMonitor
csoauth,7847,tcp,0,A product key authentication protocol made by CSO
7846,7846,tcp,0,APC 7846
7845,7845,udp,0,APC 7845
7845,7845,tcp,0,APC 7845
wanopt,7810,udp,0,Riverbed WAN Optimization Protocol
wanopt,7810,tcp,0,Riverbed WAN Optimization Protocol
tp,7802,tcp,0,Virtualized Network Services Tunnel Protocol
client,7801,tcp,0,Secure Server Protocol - client
asr,7800,udp,0,Apple Software Restore
keyneg,8750,tcp,0,DEY Storage Key Negotiation
rmiaux,10990,tcp,0,Auxiliary RMI Port
http,8765,udp,0,Ultraseek HTTP
sandpolis,8768,tcp,0,Sandpolis Server
acis,9953,udp,0,9953
acis,9953,tcp,0,9953
bmc_patroldb,1313,tcp,0,bmc-patroldb
9952,9952,tcp,0,APC 9952
9951,9951,udp,0,APC 9951
9951,9951,tcp,0,APC 9951
b,1332,tcp,0,PCIA RXP-B
cloud,9925,tcp,0,XYBRID Cloud
hinp,9954,tcp,0,HaloteC Instrument Network Protocol
transport,9911,udp,0,SYPECom Transport Protocol
ping,9903,tcp,0,Multicast Ping Protocol
enrp,9901,udp,0,ENRP server channel
tunneling,9899,udp,0,SCTP Tunneling
tunneling,9899,tcp,0,SCTP TUNNELING
proxy,9889,udp,0,Port for Cable network related data proxy or repeater
proxy,9889,tcp,0,Port for Cable network related data proxy or repeater
systems,9888,udp,0,CYBORG Systems
systems,9888,tcp,0,CYBORG Systems
b,1332,udp,0,PCIA RXP-B
policy,1333,tcp,0,Password Policy
stm,9955,tcp,0,alljoyn-mcm | Contact Port for AllJoyn standard messaging | Contact Port for AllJoyn multiplexed constrained messaging
odnsp,9966,tcp,0,OKI Data Network Setting Protocol
ehtp,1295,tcp,0,End-by-Hop Transmission Protocol
unitary,126,tcp,0,nxedit | Unisys Unitary Login | NXEdit
3,9994,udp,0,OnLive-3
3,9994,tcp,0,OnLive-3
2,9993,udp,0,OnLive-2
2,9993,tcp,0,OnLive-2
1,9992,udp,0,OnLive-1
odsi,1308,udp,0,Optical Domain Service Interconnect (ODSI)
alljoyn,9956,tcp,0,Alljoyn Name Service
oev,9991,udp,0,OSM Event Server
server,1309,udp,0,JTAG server
envision,1312,tcp,0,STI Envision
target,9987,udp,0,DSM/SCM Target Interface
target,9987,tcp,0,DSM/SCM Target Interface
pumpkindb,9981,tcp,0,Event sourcing database engine with a built-in programming language
envision,1312,udp,0,STI Envision
rt,9978,tcp,0,XYBRID RT Server
odnsp,9966,udp,0,OKI Data Network Setting Protocol
appsrvr,9990,udp,0,OSM Applet Server
config,10001,udp,0,SCP Configuration
policy,1333,udp,0,Password Policy
sapv1,9875,udp,0,Session Announcement v1
peocoll,9631,tcp,0,Peovica Collector
peoctlr,9630,tcp,0,Peovica Controller
uniport,9629,udp,0,UniPort SSO Controller
uniport,9629,tcp,0,UniPort SSO Controller
odbcpathway,9628,udp,0,ODBC Pathway Service
condor,9618,udp,0,Condor Collector Service
erunbook_server,9617,tcp,0,erunbook-server | eRunbook Server
tls,9614,tcp,0,iADT Protocol over TLS
comm,9632,tcp,0,Mobile-C Communications
ds,9612,udp,0,StreamComm User Directory
vscp,9598,tcp,0,Very Simple Ctrl Protocol
admin,9597,udp,0,PD Administration
admin,9597,tcp,0,PD Administration
disc,9596,udp,0,Mercury Discovery
disc,9596,tcp,0,Mercury Discovery
msgsys,9594,udp,0,Message System
tna,131,tcp,0,cisco TNATIVE
netconfsoaphttp,832,udp,0,NETCONF for SOAP over HTTPS
ds,9612,tcp,0,StreamComm User Directory
notary,1335,tcp,0,Digital Notary Protocol
comm,9632,udp,0,Mobile-C Communications
xmms2,9667,udp,0,Cross-platform Music Multiplexing System
notary,1335,udp,0,Digital Notary Protocol
davsrcs,9802,tcp,0,WebDAV Source TLS/SSL
2,9801,udp,0,Sakura Script Transfer Protocol-2
2,9801,tcp,0,Sakura Script Transfer Protocol-2
davsrc,9800,udp,0,WebDav Source Port
davsrc,9800,tcp,0,WebDav Source Port
http,9762,udp,0,WSO2 Tungsten HTTP
http,9762,tcp,0,WSO2 Tungsten HTTP
pqsflows,9640,tcp,0,ProQueSys Flows Service
control,862,udp,0,Two-way Active Measurement Protocol (TWAMP) Control
parchan,9747,udp,0,L5NAS Parallel Channel
parchan,9747,tcp,0,L5NAS Parallel Channel
roar,9700,udp,0,Board M.I.T. Service
svc,1338,tcp,0,WMC-log-svr
ccnx,9695,tcp,0,Content Centric Networking
wakeup,9694,udp,0,T-Mobile Client Wakeup Message
sdctp,9668,udp,0,tec5 Spectral Device Control Protocol
sdctp,9668,tcp,0,tec5 Spectral Device Control Protocol
voip,9750,tcp,0,Board M.I.T. Synchronous Collaboration
ldgateway,9592,udp,0,LANDesk Gateway
documentum,10002,udp,0,EMC-Documentum Content Server Product
documentum_s,10003,udp,0,EMC-Documentum Content Server Product
apps,1221,udp,0,SweetWARE Apps
bngsync,10439,tcp,0,BalanceNG session table synchronization protocol
cosir,10321,tcp,0,Computer Op System Information Report
ml,10261,tcp,0,Tile remote machine learning
tgp,1223,udp,0,TrulyGlobal Protocol
port,10260,tcp,0,Axis WIMP Port
relay,10253,tcp,0,Relay of EAPOL frames
relay,10252,udp,0,Apollo Relay Port
t,10500,udp,0,HIP NAT-Traversal
relay,10252,tcp,0,Apollo Relay Port
rsms,10201,tcp,0,rscs | Remote Server Management Service | Remote Server Control and Test Service
trisoap,10200,udp,0,Trigence AE Soap Service
trisoap,10200,tcp,0,Trigence AE Soap Service
trap,10162,tcp,0,snmpdtls-trap | SNMP-Trap-TLS | SNMP-Trap-DTLS
snmpdtls,10161,udp,0,SNMP-DTLS
snmptls,10161,tcp,0,snmpdtls | SNMP-TLS | SNMP-DTLS
server,10160,udp,0,QB Database Server
defense,1232,tcp,0,Remote systems monitoring
rscs,10201,udp,0,Remote Server Control and Test Service
gms,10129,tcp,0,BMC General Manager Server
lower,10540,tcp,0,MOS Media Object Metadata Port
upper,10541,udp,0,MOS Running Order Port
bveapi,10880,tcp,0,BVEssentials HTTP API
ndapi,1217,udp,0,HPSS NonDCE Gateway
helix,10860,tcp,0,Helix Client/Server
ads,1218,udp,0,AeroFlight ADs
disc,10810,tcp,0,Nuance Mobile Care Discovery
nbd,10809,tcp,0,Linux Network Block Device
lpdg,10805,udp,0,LUCIA Pareja Data Group
lpdg,10805,tcp,0,LUCIA Pareja Data Group
upper,10541,tcp,0,MOS Running Order Port
gap,10800,udp,0,Gestor de Acaparamiento para Pocket PCs
printopia,10631,tcp,0,Printopia Serve
serverdocs,10548,tcp,0,Apple Document Sharing Service
opt,10544,udp,0,MOS SOAP Optional Port
opt,10544,tcp,0,MOS SOAP Optional Port
serveradmin,1220,udp,0,QT SERVER ADMIN
soap,10543,tcp,0,MOS SOAP Default Port
aux,10542,udp,0,MOS Low Priority Port
aux,10542,tcp,0,MOS Low Priority Port
gap,10800,tcp,0,Gestor de Acaparamiento para Pocket PCs
productinfo,1283,udp,0,Product Information
sd,10128,udp,0,BMC-PERFORM-SERVICE DAEMON
cimple,10125,tcp,0,HotLink CIMple REST API
famdc,10081,tcp,0,FAM Archive Server
opennl,1258,tcp,0,Open Network Library
qptlmd,10055,tcp,0,Quantapoint FLEXlm Licensing Service
trapper,10051,udp,0,Zabbix Trapper
trapper,10051,tcp,0,Zabbix Trapper
agent,10050,udp,0,Zabbix Agent
agent,10050,tcp,0,Zabbix Agent
opennl,1258,udp,0,Open Network Library
shockwave2,1257,tcp,0,Shockwave 2
epc,1267,tcp,0,eTrust Policy Compliance
sv,10009,udp,0,Systemwalker Desktop Patrol
epc,1267,udp,0,eTrust Policy Compliance
octopus,10008,udp,0,Octopus Multiplexer
opsmgr,1270,udp,0,Microsoft Operations Manager
mqs,1277,udp,0,mqs
1,1278,tcp,0,Dell Web Admin 1
1,1278,udp,0,Dell Web Admin 1
productinfo,1283,tcp,0,Product Information
erpc,121,tcp,0,Encore Expedited Remote Pro.Call
sd,10128,tcp,0,BMC-PERFORM-SERVICE DAEMON
ddtp,10100,tcp,0,VERITAS ITAP DDTP
2,10101,udp,0,eZmeeting
iqrm,10117,udp,0,NetIQ IQCResource Managament Svc
iqrm,10117,tcp,0,NetIQ IQCResource Managament Svc
voipa,10116,udp,0,NetIQ VoIP Assessor
voipa,10116,tcp,0,NetIQ VoIP Assessor
endpt,10115,udp,0,NetIQ Endpoint
nmasoverip,1242,tcp,0,NMAS over IP
qcheck,10114,tcp,0,NetIQ Qcheck
endpoint,10113,udp,0,NetIQ Endpoint
ddtp,10100,udp,0,VERITAS ITAP DDTP
endpoint,10113,tcp,0,NetIQ Endpoint
nmasoverip,1242,udp,0,NMAS over IP
0183,10110,tcp,0,NMEA-0183 Navigational Data
server,10107,udp,0,"VERITAS BCTP, server"
server,10107,tcp,0,"VERITAS BCTP, server"
swdtp,10104,udp,0,Systemwalker Desktop Patrol
swdtp,10104,tcp,0,Systemwalker Desktop Patrol
2,10102,udp,0,eZproxy
2,10102,tcp,0,eZproxy
onenet,10111,tcp,0,NMEA OneNet multicast messaging
p4runtime,9559,tcp,0,P4Runtime gRPC Service
sra,9555,udp,0,Trispen Secure Remote Access
sra,9555,tcp,0,Trispen Secure Remote Access
4,9026,tcp,0,Secure Web Access - 4
3,9025,udp,0,Secure Web Access - 3
3,9025,tcp,0,Secure Web Access - 3
2,9024,udp,0,Secure Web Access - 2
2,9024,tcp,0,Secure Web Access - 2
1,9023,udp,0,Secure Web Access - 1
1,9023,tcp,0,Secure Web Access - 1
paragent,9022,udp,0,PrivateArk Remote Agent
4,9026,udp,0,Secure Web Access - 4
ident,9021,udp,0,Pangolin Identification
server,9008,tcp,0,Open Grid Services Server
client,9007,udp,0,Open Grid Services Client
client,9007,tcp,0,Open Grid Services Client
uaac,145,tcp,0,UAAC Protocol
bctp,8999,udp,0,Brodos Crypto Trade Protocol
roboflow,8998,tcp,0,Canto RoboFlow Control
ens,8997,tcp,0,Oracle Messaging Server Event Notification Service
wmap,8991,udp,0,webmail HTTPS service
pichat,9009,udp,0,Pichat Server
wmap,8991,tcp,0,webmail HTTPS service
IO,9060,tcp,0,CardWeb-RT | CardWeb request-response I/O exchange | CardWeb realtime device data
udt_os,1382,tcp,0,udt-os
mxit,9119,tcp,0,MXit Instant Messaging
disc,9106,udp,0,Astergate Discovery Service
xadmin,9105,udp,0,Xadmin Control Service
elan,1378,tcp,0,Elan License Manager
fd,9102,udp,0,Bacula File Daemon
data,140,tcp,0,EMFIS Data Service
datastr,9100,udp,0,PDL Data Streaming Port
copycat,9093,tcp,0,Copycat database replication service
mgmtsvc,9083,tcp,0,EMC PowerPath Mgmt Service
XmlIpcRegSvc,9092,udp,0,Xml-Ipc Server Reg
licman,1380,tcp,0,Telesis Network License Manager
ssl,9089,tcp,0,IBM Informix SQL Interface - Encrypted
sqlexec,9088,tcp,0,IBM Informix SQL Interface
classic,9087,udp,0,Classic Data Server
classic,9087,tcp,0,Classic Data Server
net2display,9086,tcp,0,Vesa Net2Display
rsyscon,9085,tcp,0,IBM Remote System Console
aurora,9084,udp,0,IBM AURORA Performance Visualizer
XmlIpcRegSvc,9092,tcp,0,Xml-Ipc Server Reg
mxit,9119,udp,0,MXit Instant Messaging
wmap,8990,udp,0,webmail HTTP service
sunwebadmins,8989,udp,0,Sun Web Server SSL Admin Service
1,8888,udp,0,NewsEDGE server UDP (UDP 1)
mqtt,8883,udp,0,Secure MQTT
galaxy4d,8881,tcp,0,Galaxy4D Online Game Engine
alt,8880,udp,0,CDDBP
dxspider,8873,udp,0,dxspider linking protocol
monp,8809,tcp,0,MCPTT Off-Network Protocol (MONP)
bcast,8808,tcp,0,STATSports Broadcast Service
clip,8807,tcp,0,HES-CLIP Interoperability protocol
2,8889,udp,0,NewsEDGE server broadcast
pfcp,8805,tcp,0,Destination Port number for PFCP
pm,8793,tcp,0,Accedian Performance Measurement
msgsrvr,8787,udp,0,Message Server
msgsrvr,8787,tcp,0,Message Server
msgclnt,8786,udp,0,Message Client
msgclnt,8786,tcp,0,Message Client
uec,8778,tcp,0,Stonebranch Universal Enterprise Controller
dpap,8770,udp,0,Digital Photo Access Protocol
oktaauthenticat,8769,tcp,0,Okta MultiPlatform Access Mgmt for Cloud Svcs
sunwebadmin,8800,udp,0,Sun Web Server Admin Service
wmap,8990,tcp,0,webmail HTTP service
3,8890,tcp,0,ddi-udp-3 | Desktop Data TCP 2 | NewsEDGE client broadcast
4,8891,tcp,0,ddi-udp-4 | Desktop Data TCP 3: NESS application | Desktop Data UDP 3: NESS application
sunwebadmins,8989,tcp,0,Sun Web Server SSL Admin Service
client,8981,tcp,0,Network of Devices Client
pm,1392,tcp,0,Print Manager
admin,8954,udp,0,Cumulus Admin Port
control,8953,tcp,0,unbound dns nameserver control
twds,8937,tcp,0,Transaction Warehouse Data Service
dragonfly,8913,udp,0,Dragonfly System Service
dragonfly,8913,tcp,0,Dragonfly System Service
3,8890,udp,0,NewsEDGE client broadcast
wcbackup,8912,udp,0,Windows Client Backup
dpp,8908,tcp,0,WFA Device Provisioning Protocol
cds2,8901,tcp,0,JMB-CDS 2
7,8894,udp,0,Desktop Data UDP 6: COAL application
7,8894,tcp,0,ddi-udp-7 | Desktop Data TCP 6: COAL application | Desktop Data UDP 6: COAL application
6,8893,udp,0,Desktop Data UDP 5: NewsEDGE/Web application
6,8893,tcp,0,ddi-udp-6 | Desktop Data TCP 5: NewsEDGE/Web application | Desktop Data UDP 5: NewsEDGE/Web application
5,8892,udp,0,Desktop Data UDP 4: FARM product
4,8891,udp,0,Desktop Data UDP 3: NESS application
wcbackup,8912,tcp,0,Windows Client Backup
grcmp,9122,tcp,0,Global Relay compliant mobile instant messaging protocol
grcp,9123,tcp,0,Global Relay compliant instant messaging protocol
cichlid,1377,tcp,0,Cichlid License Manager
ctechlicensing,9346,tcp,0,C Tech Licensing
rancher,9345,tcp,0,Rancher Agent
gribi,9340,tcp,0,gRPC Routing Information Base Interface
gnoi,9339,tcp,0,gRPC Network Mgmt/Operations Interface
ts,9318,udp,0,PKIX TimeStamp over TLS
ts,9318,tcp,0,PKIX TimeStamp over TLS
sphinxapi,9312,tcp,0,Sphinx search server
sapms,9310,tcp,0,SAP Message Server
ctechlicensing,9346,udp,0,C Tech Licensing
sphinxql,9306,tcp,0,Sphinx search server (MySQL listener)
armcenterhttps,9295,tcp,0,ARMCenter https Service
armcenterhttp,9294,udp,0,ARMCenter http Service
armcenterhttp,9294,tcp,0,ARMCenter http Service
storview,9293,udp,0,StorView Client
storview,9293,tcp,0,StorView Client
armtechdaemon,9292,udp,0,ArmTech Daemon
armtechdaemon,9292,tcp,0,ArmTech Daemon
n2receive,9286,tcp,0,n2 monitoring receiver
armcenterhttps,9295,udp,0,ARMCenter https Service
n2h2server,9285,tcp,0,N2H2 Filter Service Port
boxp,9380,tcp,0,Brivs! Open Extensible Protocol
d2dconfig,9387,tcp,0,D2D Configuration Service
bf,9536,udp,0,Surveillance buffering function
bf,9536,tcp,0,Surveillance buffering function
spw,9522,tcp,0,SMA Speedwire
sntlkeyssrvr,9450,udp,0,Sentinel Keys Server
sntlkeyssrvr,9450,tcp,0,Sentinel Keys Server
ca,9445,tcp,0,MindArray Systems Console Agent
console,9444,udp,0,WSO2 ESB Administration Console HTTPS
https,9443,udp,0,WSO2 Tungsten HTTPS
boxp,9380,udp,0,Brivs! Open Extensible Protocol
git,9418,udp,0,git pack transfer service
srv,9402,tcp,0,Samsung PC2FAX for Network Server
clt,9401,udp,0,Samsung Twain for Network Client
clt,9401,tcp,0,Samsung Twain for Network Client
srv,9400,udp,0,Samsung Twain for Network Server
ssh,830,udp,0,NETCONF over SSH
otp,9390,tcp,0,OpenVAS Transfer Protocol
adws,9389,tcp,0,Active Directory Web Services
d2ddatatrans,9388,tcp,0,D2D Data Transfer Service
srv,9402,udp,0,Samsung PC2FAX for Network Server
visd,9284,udp,0,VERITAS Information Serve
visd,9284,tcp,0,VERITAS Information Serve
port2,9282,udp,0,SofaWare transport port 2
serverviewdbms,9212,tcp,0,Server View dbms access [January 2005] | Server View dbms access
mlp,9210,udp,0,OMA Mobile Location Protocol
system,9209,udp,0,ALMobile System Service
system,9209,tcp,0,ALMobile System Service
vcards,9208,udp,0,rjcdb vCard
vcards,9208,tcp,0,rjcdb vCard
net,134,tcp,0,INGRES-NET Service
s,9206,tcp,0,WAP vCard Secure
serverviewdbms,9212,udp,0,Server View dbms access [January 2005]
vcal,9205,udp,0,WAP vCal
vcard,9204,udp,0,WAP vCard
vcard,9204,tcp,0,WAP vCard
s,9203,udp,0,WAP secure session service
s,9203,tcp,0,WAP secure session service
s,9202,udp,0,WAP secure connectionless session service
wtp,9201,udp,0,WAP session service
